Origin,Type,Year,Latitude,Longitude,Import
Singapore,Industrial Machine,2017,1.3389,103.8297,779.5
Republic of Korea,Industrial Machine,2017,36.338,128.16,535.2
Others,Industrial Machine,2017,,,1426.5
Malaysia,Industrial Machine,2017,4.416,102.099,445.4
Japan,Industrial Machine,2017,35.962,137.855,1655.9
Italy,Industrial Machine,2017,44.3713,11.1084,344.5
Germany,Industrial Machine,2017,51.3819,9.9877,533.4
China,Industrial Machine,2017,35.1753,99.3877,4444.5
Australia,Industrial Machine,2017,-24.578,133.582,0
United States,Industrial Machine,2016,40.0792,-98.8164,184.2
Thailand,Industrial Machine,2016,15.688,100.845,153.2
Taiwan,Industrial Machine,2016,23.6091,120.8353,88.2
Singapore,Industrial Machine,2016,1.3389,103.8297,304.9
Republic of Korea,Industrial Machine,2016,36.338,128.16,95.6
Others,Industrial Machine,2016,,,592.2
Malaysia,Industrial Machine,2016,4.416,102.099,253.9
Japan,Industrial Machine,2016,35.962,137.855,685.5
Italy,Industrial Machine,2016,44.3713,11.1084,84.5
Germany,Industrial Machine,2016,51.3819,9.9877,104.4
China,Industrial Machine,2016,35.1753,99.3877,913.6
Australia,Industrial Machine,2016,-24.578,133.582,0
United States,Industrial Machine,2015,40.0792,-98.8164,495
Thailand,Industrial Machine,2015,15.688,100.845,283
Taiwan,Industrial Machine,2015,23.6091,120.8353,427.6
Singapore,Industrial Machine,2015,1.3389,103.8297,733.3
Republic of Korea,Industrial Machine,2015,36.338,128.16,378.3
Others,Industrial Machine,2015,,,1308.9
Malaysia,Industrial Machine,2015,4.416,102.099,522.2
Japan,Industrial Machine,2015,35.962,137.855,1524.3
Italy,Industrial Machine,2015,44.3713,11.1084,325.2
Germany,Industrial Machine,2015,51.3819,9.9877,736.8
China,Industrial Machine,2015,35.1753,99.3877,3546.9
Australia,Industrial Machine,2015,-24.578,133.582,0
United States,Industrial Machine,2014,40.0792,-98.8164,507.4
Thailand,Industrial Machine,2014,15.688,100.845,469.3
Taiwan,Industrial Machine,2014,23.6091,120.8353,509.5
Singapore,Industrial Machine,2014,1.3389,103.8297,940.6
Republic of Korea,Industrial Machine,2014,36.338,128.16,419.5
Others,Industrial Machine,2014,,,1558.62
Malaysia,Industrial Machine,2014,4.416,102.099,521.5
Japan,Industrial Machine,2014,35.962,137.855,2324.2
Italy,Industrial Machine,2014,44.3713,11.1084,419.5
Germany,Industrial Machine,2014,51.3819,9.9877,933.4
China,Industrial Machine,2014,35.1753,99.3877,3688.6
Australia,Industrial Machine,2014,-24.578,133.582,0
United States,Industrial Machine,2013,40.0792,-98.8164,563.7
Thailand,Industrial Machine,2013,15.688,100.845,532.4
Taiwan,Industrial Machine,2013,23.6091,120.8353,513.6
Singapore,Industrial Machine,2013,1.3389,103.8297,877.4
Republic of Korea,Industrial Machine,2013,36.338,128.16,531
Others,Industrial Machine,2013,,,1769.7
Malaysia,Industrial Machine,2013,4.416,102.099,565
Japan,Industrial Machine,2013,35.962,137.855,2396.1
Italy,Industrial Machine,2013,44.3713,11.1084,481.2
Germany,Industrial Machine,2013,51.3819,9.9877,760.2
China,Industrial Machine,2013,35.1753,99.3877,3964.4
Australia,Industrial Machine,2013,-24.578,133.582,0
United States,Industrial Machine,2012,40.0792,-98.8164,738.1
Thailand,Industrial Machine,2012,15.688,100.845,644.8
Taiwan,Industrial Machine,2012,23.6091,120.8353,549.1
Singapore,Industrial Machine,2012,1.3389,103.8297,52.6
Republic of Korea,Industrial Machine,2012,36.338,128.16,637.9
Others,Industrial Machine,2012,,,2879.5
Malaysia,Industrial Machine,2012,4.416,102.099,536.7
Japan,Industrial Machine,2012,35.962,137.855,3165.5
Italy,Industrial Machine,2012,44.3713,11.1084,393.1
Germany,Industrial Machine,2012,51.3819,9.9877,827.6
China,Industrial Machine,2012,35.1753,99.3877,4173.8
Australia,Industrial Machine,2012,-24.578,133.582,0
United States,Industrial Machine,2011,40.0792,-98.8164,565.9
Thailand,Industrial Machine,2011,15.688,100.845,550.9
Taiwan,Industrial Machine,2011,23.6091,120.8353,324.3
Singapore,Industrial Machine,2011,1.3389,103.8297,508.2
Republic of Korea,Industrial Machine,2011,36.338,128.16,498.2
Others,Industrial Machine,2011,,,1492.6
Malaysia,Industrial Machine,2011,4.416,102.099,259.8
Japan,Industrial Machine,2011,35.962,137.855,2071.8
Italy,Industrial Machine,2011,44.3713,11.1084,252.6
Germany,Industrial Machine,2011,51.3819,9.9877,640.4
China,Industrial Machine,2011,35.1753,99.3877,1577.4
Australia,Industrial Machine,2011,-24.578,133.582,0
United States,Industrial Machine,2010,40.0792,-98.8164,378.7
Thailand,Industrial Machine,2010,15.688,100.845,291.1
Taiwan,Industrial Machine,2010,23.6091,120.8353,288.7
Singapore,Industrial Machine,2010,1.3389,103.8297,466.1
Republic of Korea,Industrial Machine,2010,36.338,128.16,255.8
Others,Industrial Machine,2010,,,946
Malaysia,Industrial Machine,2010,4.416,102.099,189.5
Japan,Industrial Machine,2010,35.962,137.855,1662.2
Italy,Industrial Machine,2010,44.3713,11.1084,219.8
Germany,Industrial Machine,2010,51.3819,9.9877,546
China,Industrial Machine,2010,35.1753,99.3877,1065.9
Australia,Industrial Machine,2010,-24.578,133.582,0
United States,Industrial Machine,2009,40.0792,-98.8164,330.2
Thailand,Industrial Machine,2009,15.688,100.845,114.4
Taiwan,Industrial Machine,2009,23.6091,120.8353,146.8
Singapore,Industrial Machine,2009,1.3389,103.8297,429.1
Republic of Korea,Industrial Machine,2009,36.338,128.16,123.9
Others,Industrial Machine,2009,,,762.1
Malaysia,Industrial Machine,2009,4.416,102.099,135.4
Japan,Industrial Machine,2009,35.962,137.855,826.9
Italy,Industrial Machine,2009,44.3713,11.1084,113.7
Germany,Industrial Machine,2009,51.3819,9.9877,301
China,Industrial Machine,2009,35.1753,99.3877,717
Australia,Industrial Machine,2009,-24.578,133.582,0
United States,Industrial Machine,2008,40.0792,-98.8164,474.1
Thailand,Industrial Machine,2008,15.688,100.845,219.3
Taiwan,Industrial Machine,2008,23.6091,120.8353,250.7
Singapore,Industrial Machine,2008,1.3389,103.8297,598.1
Republic of Korea,Industrial Machine,2008,36.338,128.16,173.9
Others,Industrial Machine,2008,,,903.1
Malaysia,Industrial Machine,2008,4.416,102.099,149.9
Japan,Industrial Machine,2008,35.962,137.855,1257.1
Italy,Industrial Machine,2008,44.3713,11.1084,213.9
Germany,Industrial Machine,2008,51.3819,9.9877,400.2
China,Industrial Machine,2008,35.1753,99.3877,796.7
Australia,Industrial Machine,2008,-24.578,133.582,0
United States,Industrial Machine,2007,40.0792,-98.8164,305.2
Thailand,Industrial Machine,2007,15.688,100.845,144.3
Taiwan,Industrial Machine,2007,23.6091,120.8353,169
Singapore,Industrial Machine,2007,1.3389,103.8297,203.9
Republic of Korea,Industrial Machine,2007,36.338,128.16,69.5
Others,Industrial Machine,2007,,,586.3
Malaysia,Industrial Machine,2007,4.416,102.099,105.7
Japan,Industrial Machine,2007,35.962,137.855,709.3
Italy,Industrial Machine,2007,44.3713,11.1084,165
Germany,Industrial Machine,2007,51.3819,9.9877,258.2
China,Industrial Machine,2007,35.1753,99.3877,408.8
Australia,Industrial Machine,2007,-24.578,133.582,0
United States,Industrial Machine,2006,40.0792,-98.8164,253.2
Thailand,Industrial Machine,2006,15.688,100.845,0
Taiwan,Industrial Machine,2006,23.6091,120.8353,119.4
Singapore,Industrial Machine,2006,1.3389,103.8297,181
Republic of Korea,Industrial Machine,2006,36.338,128.16,70.2
Others,Industrial Machine,2006,,,542.3
Malaysia,Industrial Machine,2006,4.416,102.099,89.5
Japan,Industrial Machine,2006,35.962,137.855,464.1
Italy,Industrial Machine,2006,44.3713,11.1084,134.3
Germany,Industrial Machine,2006,51.3819,9.9877,238.2
China,Industrial Machine,2006,35.1753,99.3877,233.7
Australia,Industrial Machine,2006,-24.578,133.582,124.3
United States,Industrial Machine,2005,40.0792,-98.8164,312.4
Thailand,Industrial Machine,2005,15.688,100.845,0
Taiwan,Industrial Machine,2005,23.6091,120.8353,135.4
Singapore,Industrial Machine,2005,1.3389,103.8297,168.5
Republic of Korea,Industrial Machine,2005,36.338,128.16,68.3
Others,Industrial Machine,2005,,,455.9
Malaysia,Industrial Machine,2005,4.416,102.099,62.9
Japan,Industrial Machine,2005,35.962,137.855,684.9
Italy,Industrial Machine,2005,44.3713,11.1084,149.3
Germany,Industrial Machine,2005,51.3819,9.9877,292
China,Industrial Machine,2005,35.1753,99.3877,204.9
Australia,Industrial Machine,2005,-24.578,133.582,109
United States,Industrial Machine,2004,40.0792,-98.8164,198.7
Thailand,Industrial Machine,2004,15.688,100.845,0
Taiwan,Industrial Machine,2004,23.6091,120.8353,113.3
Singapore,Industrial Machine,2004,1.3389,103.8297,86.4
Republic of Korea,Industrial Machine,2004,36.338,128.16,84.9
Others,Industrial Machine,2004,,,336.2
Malaysia,Industrial Machine,2004,4.416,102.099,41.8
Japan,Industrial Machine,2004,35.962,137.855,591.3
Italy,Industrial Machine,2004,44.3713,11.1084,105.3
Germany,Industrial Machine,2004,51.3819,9.9877,256
China,Industrial Machine,2004,35.1753,99.3877,159.9
Australia,Industrial Machine,2004,-24.578,133.582,58.3
United States,Industrial Machine,2003,40.0792,-98.8164,136.1
Thailand,Industrial Machine,2003,15.688,100.845,0
Taiwan,Industrial Machine,2003,23.6091,120.8353,89
Singapore,Industrial Machine,2003,1.3389,103.8297,56.9
Republic of Korea,Industrial Machine,2003,36.338,128.16,56.7
Others,Industrial Machine,2003,,,208
Malaysia,Industrial Machine,2003,4.416,102.099,35.1
Japan,Industrial Machine,2003,35.962,137.855,307.6
Italy,Industrial Machine,2003,44.3713,11.1084,94.3
Germany,Industrial Machine,2003,51.3819,9.9877,177.1
China,Industrial Machine,2003,35.1753,99.3877,78.9
Australia,Industrial Machine,2003,-24.578,133.582,54.6
United States,Industrial Machine,2002,40.0792,-98.8164,179.1
Thailand,Industrial Machine,2002,15.688,100.845,0
Taiwan,Industrial Machine,2002,23.6091,120.8353,111.3
Singapore,Industrial Machine,2002,1.3389,103.8297,82.4
Republic of Korea,Industrial Machine,2002,36.338,128.16,73.1
Others,Industrial Machine,2002,,,241.6
Malaysia,Industrial Machine,2002,4.416,102.099,46.7
Japan,Industrial Machine,2002,35.962,137.855,349.5
Italy,Industrial Machine,2002,44.3713,11.1084,109
Germany,Industrial Machine,2002,51.3819,9.9877,165.6
China,Industrial Machine,2002,35.1753,99.3877,80.3
Australia,Industrial Machine,2002,-24.578,133.582,51.7
United States,Industrial Machine,2001,40.0792,-98.8164,216.2
Thailand,Industrial Machine,2001,15.688,100.845,0
Taiwan,Industrial Machine,2001,23.6091,120.8353,121.5
Singapore,Industrial Machine,2001,1.3389,103.8297,91.7
Republic of Korea,Industrial Machine,2001,36.338,128.16,63.6
Others,Industrial Machine,2001,,,275.6
Malaysia,Industrial Machine,2001,4.416,102.099,33.3
Japan,Industrial Machine,2001,35.962,137.855,384.9
Italy,Industrial Machine,2001,44.3713,11.1084,134.6
Germany,Industrial Machine,2001,51.3819,9.9877,210.2
China,Industrial Machine,2001,35.1753,99.3877,59.3
Australia,Industrial Machine,2001,-24.578,133.582,73.6
United States,Industrial Machine,2000,40.0792,-98.8164,270.3
Thailand,Industrial Machine,2000,15.688,100.845,0
Taiwan,Industrial Machine,2000,23.6091,120.8353,147.6
Singapore,Industrial Machine,2000,1.3389,103.8297,100
Republic of Korea,Industrial Machine,2000,36.338,128.16,67.3
Others,Industrial Machine,2000,,,298.7
Malaysia,Industrial Machine,2000,4.416,102.099,43.1
Japan,Industrial Machine,2000,35.962,137.855,479.1
Italy,Industrial Machine,2000,44.3713,11.1084,101.1
Germany,Industrial Machine,2000,51.3819,9.9877,169.4
China,Industrial Machine,2000,35.1753,99.3877,56.3
Australia,Industrial Machine,2000,-24.578,133.582,47.9
Uruguay,Grain & Meslin,2017,-32.948,-56.249,0
United States,Grain & Meslin,2017,40.0792,-98.8164,277.1082
Ukraine,Grain & Meslin,2017,49.364,32.132,409.9897
Singapore,Grain & Meslin,2017,1.3389,103.8297,0.2904
Russia Federation,Grain & Meslin,2017,64.736,104.062,246.1629
Republic Of Moldova,Grain & Meslin,2017,47.524,28.444,13.2126
Others,Grain & Meslin,2017,,,44.9792
India,Grain & Meslin,2017,22.741,78.236,0
Canada,Grain & Meslin,2017,59.2067,-111.1937,485.3612
Bulgaria,Grain & Meslin,2017,42.625,24.521,0
Australia,Grain & Meslin,2017,-24.578,133.582,1170.7207
Uruguay,Grain & Meslin,2016,-32.948,-56.249,2.6658
United States,Grain & Meslin,2016,40.0792,-98.8164,230.9326
Ukraine,Grain & Meslin,2016,49.364,32.132,492.965
Singapore,Grain & Meslin,2016,1.3389,103.8297,0
Russia Federation,Grain & Meslin,2016,64.736,104.062,0.2161
Republic Of Moldova,Grain & Meslin,2016,47.524,28.444,13.5104
Others,Grain & Meslin,2016,,,343.8688
India,Grain & Meslin,2016,22.741,78.236,0
Canada,Grain & Meslin,2016,59.2067,-111.1937,445.7577
Bulgaria,Grain & Meslin,2016,42.625,24.521,25.9675
Australia,Grain & Meslin,2016,-24.578,133.582,852.3259
Uruguay,Grain & Meslin,2015,-32.948,-56.249,1.4721
United States,Grain & Meslin,2015,40.0792,-98.8164,119.178
Ukraine,Grain & Meslin,2015,49.364,32.132,144.0892
Singapore,Grain & Meslin,2015,1.3389,103.8297,0.4018
Russia Federation,Grain & Meslin,2015,64.736,104.062,61.5429
Republic Of Moldova,Grain & Meslin,2015,47.524,28.444,18.2833
Others,Grain & Meslin,2015,,,0.8862
India,Grain & Meslin,2015,22.741,78.236,0.7395
Canada,Grain & Meslin,2015,59.2067,-111.1937,533.7767
Bulgaria,Grain & Meslin,2015,42.625,24.521,5.3701
Australia,Grain & Meslin,2015,-24.578,133.582,1197.028
Uruguay,Grain & Meslin,2014,-32.948,-56.249,1.976
United States,Grain & Meslin,2014,40.0792,-98.8164,340.3828
Ukraine,Grain & Meslin,2014,49.364,32.132,90.7329
Singapore,Grain & Meslin,2014,1.3389,103.8297,0.4523
Russia Federation,Grain & Meslin,2014,64.736,104.062,78.6043
Republic Of Moldova,Grain & Meslin,2014,47.524,28.444,14.8414
Others,Grain & Meslin,2014,,,13.3451
India,Grain & Meslin,2014,22.741,78.236,110.1795
Canada,Grain & Meslin,2014,59.2067,-111.1937,466.4904
Bulgaria,Grain & Meslin,2014,42.625,24.521,4.5105
Australia,Grain & Meslin,2014,-24.578,133.582,1265.747
Uruguay,Grain & Meslin,2013,-32.948,-56.249,0.1305
United States,Grain & Meslin,2013,40.0792,-98.8164,196.1891
Ukraine,Grain & Meslin,2013,49.364,32.132,86.7093
Singapore,Grain & Meslin,2013,1.3389,103.8297,10.5061
Russia Federation,Grain & Meslin,2013,64.736,104.062,65.2154
Republic Of Moldova,Grain & Meslin,2013,47.524,28.444,6.5959
Others,Grain & Meslin,2013,,,19.6314
India,Grain & Meslin,2013,22.741,78.236,121.5323
Canada,Grain & Meslin,2013,59.2067,-111.1937,546.0942
Bulgaria,Grain & Meslin,2013,42.625,24.521,0
Australia,Grain & Meslin,2013,-24.578,133.582,1387.3825
Uruguay,Grain & Meslin,2012,-32.948,-56.249,0
United States,Grain & Meslin,2012,40.0792,-98.8164,256.3946
Ukraine,Grain & Meslin,2012,49.364,32.132,66.0272
Singapore,Grain & Meslin,2012,1.3389,103.8297,0.5135
Russia Federation,Grain & Meslin,2012,64.736,104.062,12.6112
Republic Of Moldova,Grain & Meslin,2012,47.524,28.444,0
Others,Grain & Meslin,2012,,,12.3471
India,Grain & Meslin,2012,22.741,78.236,34.2552
Canada,Grain & Meslin,2012,59.2067,-111.1937,389.4636
Bulgaria,Grain & Meslin,2012,42.625,24.521,0
Australia,Grain & Meslin,2012,-24.578,133.582,1482.2378
Uruguay,Grain & Meslin,2011,-32.948,-56.249,0
United States,Grain & Meslin,2011,40.0792,-98.8164,307.2264
Ukraine,Grain & Meslin,2011,49.364,32.132,0.9639
Singapore,Grain & Meslin,2011,1.3389,103.8297,0
Russia Federation,Grain & Meslin,2011,64.736,104.062,1.602
Republic Of Moldova,Grain & Meslin,2011,47.524,28.444,0
Others,Grain & Meslin,2011,,,46.5904
India,Grain & Meslin,2011,22.741,78.236,0.482
Canada,Grain & Meslin,2011,59.2067,-111.1937,447.6775
Bulgaria,Grain & Meslin,2011,42.625,24.521,0
Australia,Grain & Meslin,2011,-24.578,133.582,1389.4443
Uruguay,Grain & Meslin,2010,-32.948,-56.249,0
United States,Grain & Meslin,2010,40.0792,-98.8164,196.1708
Ukraine,Grain & Meslin,2010,49.364,32.132,4.3643
Singapore,Grain & Meslin,2010,1.3389,103.8297,0
Russia Federation,Grain & Meslin,2010,64.736,104.062,18.2256
Republic Of Moldova,Grain & Meslin,2010,47.524,28.444,0
Others,Grain & Meslin,2010,,,8.651
India,Grain & Meslin,2010,22.741,78.236,0
Canada,Grain & Meslin,2010,59.2067,-111.1937,251.285
Bulgaria,Grain & Meslin,2010,42.625,24.521,0
Australia,Grain & Meslin,2010,-24.578,133.582,945.5787
Vietnam,Fruits,2017,21.75,105.373,12.077
United States,Fruits,2017,40.0792,-98.8164,116.2266
Thailand,Fruits,2017,15.688,100.845,157.7702
South Africa,Fruits,2017,-31.7,23.441,25.168
Peru,Fruits,2017,-12.664,-72.98,36.6895
Pakistan,Fruits,2017,28.1854,66.6429,59.0078
Others,Fruits,2017,,,85.3977
New Zealand,Fruits,2017,-42.558,172.377,24.0732
Egypt,Fruits,2017,26.16,28.742,21.5657
China,Fruits,2017,35.1753,99.3877,564.379
Australia,Fruits,2017,-24.578,133.582,89.2126
Vietnam,Fruits,2016,21.75,105.373,19.1729
United States,Fruits,2016,40.0792,-98.8164,141.6703
Thailand,Fruits,2016,15.688,100.845,93.0355
South Africa,Fruits,2016,-31.7,23.441,16.428
Peru,Fruits,2016,-12.664,-72.98,29.1663
Pakistan,Fruits,2016,28.1854,66.6429,29.1925
Others,Fruits,2016,,,61.149
New Zealand,Fruits,2016,-42.558,172.377,20.4411
Egypt,Fruits,2016,26.16,28.742,10.7031
China,Fruits,2016,35.1753,99.3877,341.8639
Australia,Fruits,2016,-24.578,133.582,85.3146
Vietnam,Fruits,2015,21.75,105.373,12.7333
United States,Fruits,2015,40.0792,-98.8164,106.7028
Thailand,Fruits,2015,15.688,100.845,72.6649
South Africa,Fruits,2015,-31.7,23.441,11.4946
Peru,Fruits,2015,-12.664,-72.98,20.5654
Pakistan,Fruits,2015,28.1854,66.6429,23.0257
Others,Fruits,2015,,,46.7453
New Zealand,Fruits,2015,-42.558,172.377,15.9023
Egypt,Fruits,2015,26.16,28.742,10.9516
China,Fruits,2015,35.1753,99.3877,279.2896
Australia,Fruits,2015,-24.578,133.582,66.2975
Vietnam,Fruits,2014,21.75,105.373,12.5273
United States,Fruits,2014,40.0792,-98.8164,132.6758
Thailand,Fruits,2014,15.688,100.845,103.0278
South Africa,Fruits,2014,-31.7,23.441,14.8727
Peru,Fruits,2014,-12.664,-72.98,23.1583
Pakistan,Fruits,2014,28.1854,66.6429,19.3146
Others,Fruits,2014,,,62.2043
New Zealand,Fruits,2014,-42.558,172.377,12.8711
Egypt,Fruits,2014,26.16,28.742,14.1071
China,Fruits,2014,35.1753,99.3877,344.7793
Australia,Fruits,2014,-24.578,133.582,49.6973
Vietnam,Fruits,2013,21.75,105.373,17.6083
United States,Fruits,2013,40.0792,-98.8164,103.9541
Thailand,Fruits,2013,15.688,100.845,75.4442
South Africa,Fruits,2013,-31.7,23.441,8.8021
Peru,Fruits,2013,-12.664,-72.98,5.7851
Pakistan,Fruits,2013,28.1854,66.6429,3.2102
Others,Fruits,2013,,,52.4305
New Zealand,Fruits,2013,-42.558,172.377,13.9304
Egypt,Fruits,2013,26.16,28.742,9.3995
China,Fruits,2013,35.1753,99.3877,330.7103
Australia,Fruits,2013,-24.578,133.582,46.04
Vietnam,Fruits,2012,21.75,105.373,16.4652
United States,Fruits,2012,40.0792,-98.8164,88.3062
Thailand,Fruits,2012,15.688,100.845,169.3086
South Africa,Fruits,2012,-31.7,23.441,18.9265
Peru,Fruits,2012,-12.664,-72.98,15.2085
Pakistan,Fruits,2012,28.1854,66.6429,7.1143
Others,Fruits,2012,,,69.8601
New Zealand,Fruits,2012,-42.558,172.377,11.4033
Egypt,Fruits,2012,26.16,28.742,11.9842
China,Fruits,2012,35.1753,99.3877,409.7379
Australia,Fruits,2012,-24.578,133.582,30.3851
Vietnam,Fruits,2011,21.75,105.373,22.2302
United States,Fruits,2011,40.0792,-98.8164,89.2684
Thailand,Fruits,2011,15.688,100.845,150.9059
South Africa,Fruits,2011,-31.7,23.441,19.5258
Peru,Fruits,2011,-12.664,-72.98,9.8026
Pakistan,Fruits,2011,28.1854,66.6429,6.243
Others,Fruits,2011,,,78.4383
New Zealand,Fruits,2011,-42.558,172.377,9.8863
Egypt,Fruits,2011,26.16,28.742,10.0891
China,Fruits,2011,35.1753,99.3877,411.5738
Australia,Fruits,2011,-24.578,133.582,21.0397
Vietnam,Fruits,2010,21.75,105.373,10.3496
United States,Fruits,2010,40.0792,-98.8164,79.0121
Thailand,Fruits,2010,15.688,100.845,99.0716
South Africa,Fruits,2010,-31.7,23.441,11.6239
Peru,Fruits,2010,-12.664,-72.98,3.1239
Pakistan,Fruits,2010,28.1854,66.6429,0.7608
Others,Fruits,2010,,,49.8327
New Zealand,Fruits,2010,-42.558,172.377,6.1935
Egypt,Fruits,2010,26.16,28.742,6.3591
China,Fruits,2010,35.1753,99.3877,369.5927
Australia,Fruits,2010,-24.578,133.582,19.4667
Thailand,Fertilizer,2017,15.688,100.845,0.5
Russia Federation,Fertilizer,2017,64.736,104.062,249.7
Republic of Korea,Fertilizer,2017,36.338,128.16,11.7
Philippines,Fertilizer,2017,17.181,121.256,1.2
Others,Fertilizer,2017,,,352.3
Norway,Fertilizer,2017,61.3701,9.3031,10
Malaysia,Fertilizer,2017,4.416,102.099,99.2
Jordan,Fertilizer,2017,30.681,36.279,59.8
Japan,Fertilizer,2017,35.962,137.855,1.3
Germany,Fertilizer,2017,51.3819,9.9877,66
China,Fertilizer,2017,35.1753,99.3877,515.8
Canada,Fertilizer,2017,59.2067,-111.1937,302.3
Australia,Fertilizer,2017,-24.578,133.582,37.7
Thailand,Fertilizer,2016,15.688,100.845,1.2
Russia Federation,Fertilizer,2016,64.736,104.062,190.7
Republic of Korea,Fertilizer,2016,36.338,128.16,12.1
Philippines,Fertilizer,2016,17.181,121.256,0.7
Others,Fertilizer,2016,,,240.5
Norway,Fertilizer,2016,61.3701,9.3031,45.3
Malaysia,Fertilizer,2016,4.416,102.099,94.5
Jordan,Fertilizer,2016,30.681,36.279,30.5
Japan,Fertilizer,2016,35.962,137.855,1.5
Germany,Fertilizer,2016,51.3819,9.9877,33.1
China,Fertilizer,2016,35.1753,99.3877,420.8
Canada,Fertilizer,2016,59.2067,-111.1937,311.3
Australia,Fertilizer,2016,-24.578,133.582,40.3
Thailand,Fertilizer,2015,15.688,100.845,0.1
Russia Federation,Fertilizer,2015,64.736,104.062,219.8
Republic of Korea,Fertilizer,2015,36.338,128.16,14.3
Philippines,Fertilizer,2015,17.181,121.256,0.6
Others,Fertilizer,2015,,,337.5
Norway,Fertilizer,2015,61.3701,9.3031,73
Malaysia,Fertilizer,2015,4.416,102.099,132.1
Jordan,Fertilizer,2015,30.681,36.279,35.6
Japan,Fertilizer,2015,35.962,137.855,2.1
Germany,Fertilizer,2015,51.3819,9.9877,50.6
China,Fertilizer,2015,35.1753,99.3877,433.6
Canada,Fertilizer,2015,59.2067,-111.1937,425.7
Australia,Fertilizer,2015,-24.578,133.582,61.1
Thailand,Fertilizer,2014,15.688,100.845,2.2
Russia Federation,Fertilizer,2014,64.736,104.062,196.3
Republic of Korea,Fertilizer,2014,36.338,128.16,43.8
Philippines,Fertilizer,2014,17.181,121.256,0.7
Others,Fertilizer,2014,,,333.1
Norway,Fertilizer,2014,61.3701,9.3031,77.2
Malaysia,Fertilizer,2014,4.416,102.099,132.4
Jordan,Fertilizer,2014,30.681,36.279,53.2
Japan,Fertilizer,2014,35.962,137.855,5.9
Germany,Fertilizer,2014,51.3819,9.9877,47
China,Fertilizer,2014,35.1753,99.3877,445.2
Canada,Fertilizer,2014,59.2067,-111.1937,442
Australia,Fertilizer,2014,-24.578,133.582,43.1
Thailand,Fertilizer,2013,15.688,100.845,8.9
Russia Federation,Fertilizer,2013,64.736,104.062,76.6
Republic of Korea,Fertilizer,2013,36.338,128.16,66.3
Philippines,Fertilizer,2013,17.181,121.256,3.9
Others,Fertilizer,2013,,,256.8
Norway,Fertilizer,2013,61.3701,9.3031,47.2
Malaysia,Fertilizer,2013,4.416,102.099,131.7
Jordan,Fertilizer,2013,30.681,36.279,157.4
Japan,Fertilizer,2013,35.962,137.855,7.4
Germany,Fertilizer,2013,51.3819,9.9877,72.4
China,Fertilizer,2013,35.1753,99.3877,313.5
Canada,Fertilizer,2013,59.2067,-111.1937,566.2
Australia,Fertilizer,2013,-24.578,133.582,39.3
Thailand,Fertilizer,2012,15.688,100.845,24.5
Russia Federation,Fertilizer,2012,64.736,104.062,369.7
Republic of Korea,Fertilizer,2012,36.338,128.16,91.2
Philippines,Fertilizer,2012,17.181,121.256,0.2
Others,Fertilizer,2012,,,401.1
Norway,Fertilizer,2012,61.3701,9.3031,76.6
Malaysia,Fertilizer,2012,4.416,102.099,113.4
Jordan,Fertilizer,2012,30.681,36.279,135.6
Japan,Fertilizer,2012,35.962,137.855,7.1
Germany,Fertilizer,2012,51.3819,9.9877,85.1
China,Fertilizer,2012,35.1753,99.3877,597.8
Canada,Fertilizer,2012,59.2067,-111.1937,646.7
Australia,Fertilizer,2012,-24.578,133.582,70.3
Thailand,Fertilizer,2011,15.688,100.845,34.7
Russia Federation,Fertilizer,2011,64.736,104.062,466.5
Republic of Korea,Fertilizer,2011,36.338,128.16,40.7
Philippines,Fertilizer,2011,17.181,121.256,12.1
Others,Fertilizer,2011,,,454.1
Norway,Fertilizer,2011,61.3701,9.3031,67.8
Malaysia,Fertilizer,2011,4.416,102.099,99.5
Jordan,Fertilizer,2011,30.681,36.279,89.1
Japan,Fertilizer,2011,35.962,137.855,22.1
Germany,Fertilizer,2011,51.3819,9.9877,73.8
China,Fertilizer,2011,35.1753,99.3877,394.3
Canada,Fertilizer,2011,59.2067,-111.1937,703.1
Australia,Fertilizer,2011,-24.578,133.582,129.7
Thailand,Fertilizer,2010,15.688,100.845,25.8
Russia Federation,Fertilizer,2010,64.736,104.062,155.3
Republic of Korea,Fertilizer,2010,36.338,128.16,26.6
Philippines,Fertilizer,2010,17.181,121.256,23.5
Others,Fertilizer,2010,,,358.3
Norway,Fertilizer,2010,61.3701,9.3031,54.1
Malaysia,Fertilizer,2010,4.416,102.099,71.9
Jordan,Fertilizer,2010,30.681,36.279,40.5
Japan,Fertilizer,2010,35.962,137.855,6.5
Germany,Fertilizer,2010,51.3819,9.9877,60.3
China,Fertilizer,2010,35.1753,99.3877,162.4
Canada,Fertilizer,2010,59.2067,-111.1937,281.8
Australia,Fertilizer,2010,-24.578,133.582,136.4
Thailand,Fertilizer,2009,15.688,100.845,15.2
Russia Federation,Fertilizer,2009,64.736,104.062,81.2
Republic of Korea,Fertilizer,2009,36.338,128.16,14.6
Philippines,Fertilizer,2009,17.181,121.256,19
Others,Fertilizer,2009,,,150.8
Norway,Fertilizer,2009,61.3701,9.3031,26.3
Malaysia,Fertilizer,2009,4.416,102.099,40.3
Jordan,Fertilizer,2009,30.681,36.279,38.7
Japan,Fertilizer,2009,35.962,137.855,2.4
Germany,Fertilizer,2009,51.3819,9.9877,77.8
China,Fertilizer,2009,35.1753,99.3877,110.5
